year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
1962,02,Mexico,United States,3960.0,January 2023
1970,03,Morocco,Mauritania,3960.0,May 2020
1969,10,Netherlands,Austria,3560.0,June 2020
1970,10,Netherlands,Barbados,1896.0,July 2020
2002,12,Japan,Thailand,272.0,September 2021
1963,07,Japan,Philippines,3775.0,November 2021
2002,08,Japan,Singapore,760.0,December 2021
2002,08,Japan,India,1020.0,December 2019
2002,12,Italy Istat,United Kingdom,1411.2,December 2020
2002,09,Italy Istat,Turkey,4176.0,December 2021
2003,03,Italy Istat,Pakistan,34560.0,December 2021
1973,02,Italy,Switzerland,1596.0,May 2020
2003,03,Italy,Turkey,2775.0,June 2020
1999,04,Italy,United Kingdom,34560.0,July 2020
1975,12,Italy Istat,Austria,11920.0,August 2020
2002,12,Italy Istat,Croatia,2744.0,September 2020
1968,05,Italy Istat,Intra EU Stores & Provisions,1374.0,February 2020
1975,05,Italy Istat,Netherlands,4400.0,January 2021
1987,06,Italy Istat,Malta,248.0,May 2021
1984,10,Italy,Austria,1264.0,June 2021
1967,04,Ireland (Customs),Taiwan,2408.0,July 2021
1990,12,Italy,France,1411.2,November 2021
2011,04,Italy,Intra EU Stores & Provisions,4400.0,December 2019
2003,12,Italy,Netherlands,612.0,December 2020
2004,01,Italy,Malta,2292.0,December 2020
2011,11,India,United States,8640.0,December 2020
2005,07,India,Togo,2408.0,December 2022
2004,09,India,Indonesia,1360.0,June 2020
2004,10,India,Ghana,584.0,July 2020
2005,01,India,Ethiopia,4816.0,October 2020
2006,08,India,Dominican Republic,612.0,November 2020
2006,09,India,Nigeria,2528.0,April 2020
2007,05,India,Rwanda,7280.0,January 2021
2002,12,Guatemala,Honduras,11360.0,July 2021
2007,08,Guatemala,El Salvador,1896.0,August 2021
1983,12,Guatemala,Costa Rica,816.0,September 2021
1988,04,Hungary,Bulgaria,3560.0,October 2021
1989,09,Hungary,Greece,0.0,November 2021
1990,04,Greece,Germany,592.0,January 2021
1994,08,Greece,Pakistan,29.9,December 2019
1995,03,Germany (Customs),Vietnam,80.0,December 2021
1996,08,Hungary,Romania,7600.0,December 2021
1998,04,Hungary,Slovenia,3800.0,January 2020
1994,04,India,Bangladesh,9500.0,January 2022
1994,05,Germany (Customs),United Kingdom,5474.0,September 2020
1994,09,Germany (Customs),Thailand,92736.0,December 2020
1995,10,Germany (Customs),Taiwan,12096.0,January 2020
1998,10,Germany (Customs),Switzerland,3480.0,February 2020
1999,01,Germany (Customs),Spain,16128.0,April 2020
2001,02,Germany (Customs),Sri Lanka,0.0,January 2021
1986,09,Germany (Customs),South Africa,972.0,June 2021
1987,06,Germany (Customs),Singapore,10350.0,September 2021
2003,04,Germany (Customs),Portugal,103500.0,January 2021
2003,08,Germany (Customs),Peru,37.32,December 2020
2004,12,Germany (Customs),Morocco,8280.0,December 2022
2006,10,Germany (Customs),Mali,136537.2,December 2020
2008,03,Germany (Customs),Lithuania,3888.0,December 2023
2006,09,Germany (Customs),"Korea, South",207000.0,January 2021
2006,12,Germany (Customs),Kuwait,20700.0,January 2022
2004,09,Germany (Customs),Italy,12420.0,May 2020
1995,10,Germany (Customs),Ireland,12420.0,June 2020
1996,01,Germany (Customs),Guatemala,2290.0,December 2020
1996,06,Germany (Customs),Czech Republic,34560.0,July 2021
1997,01,Germany (Customs),Colombia,2640.0,September 2021
2001,06,Germany (Customs),China,69120.0,October 2021
1995,02,Germany (Customs),Bulgaria,414000.0,November 2021
1996,12,Germany (Customs),Canada,69120.0,January 2021
2001,12,Germany (Customs),Austria,12528.0,December 2020
2003,12,Germany (Customs),Australia,18320.0,December 2022
2006,08,Germany,United Arab Emirates,18320.0,December 2023
2006,06,Germany,United States,304.0,December 2023
2007,05,Germany,Portugal,8352.0,January 2022
2007,08,Germany,Qatar,51840.0,January 2023
2008,02,Germany,Romania,366400.0,May 2020
2008,03,Germany,Singapore,864.0,September 2020
1993,01,Germany,Slovakia,17250.0,October 2020
1995,03,Germany,Slovenia,12528.0,November 2020
2005,04,Germany,Sweden,6020.0,February 2020
2006,12,Germany,Colombia,2040.0,October 2021
9999,01,Germany,Croatia,11100.0,December 2021
2007,01,Germany,Czech Republic,14800.0,January 2021
2007,10,Germany,Denmark,11360.0,February 2021
2007,11,Germany,France,2748.0,December 2022
2007,11,Germany,Guatemala,3800.0,December 2020
2006,12,Germany,Italy,22200.0,January 2022
1995,07,Germany,Japan,17760.0,January 2023
1996,02,Germany,Kuwait,740.0,July 2020
1996,11,Germany,Mali,7400.0,December 2020
1998,08,Germany,Netherlands,17760.0,April 2020
2004,05,Germany,Peru,22800.0,May 2021
2004,05,France (Customs),United Kingdom,1480.0,July 2021
2001,12,Germany,Australia,800.0,December 2020
2003,09,Germany,Belarus,1206.0,December 2020
2003,09,Germany,Cameroon,2080.0,December 2023
2003,09,France (Customs),Sierra Leone,5250.0,January 2023
2004,09,France (Customs),Portugal,25200.0,July 2020
2004,11,France (Customs),Netherlands,9800.0,August 2020
2004,10,France (Customs),Luxembourg,2625.0,November 2020
2006,12,France (Customs),Italy,30720.0,December 2020
2005,10,France (Customs),Ireland,5508.0,April 2020
2006,10,France (Customs),Hungary,774.0,May 2021
2002,04,France (Customs),Guinea,36.0,June 2021
2005,04,France (Customs),Germany,3637.5,July 2021
2007,01,France (Customs),Cameroon,1640.0,February 2021
1988,08,France (Customs),Austria,9200.0,December 2020
1994,07,France,Switzerland,24220.0,January 2020
2003,03,France,Slovenia,12760.0,January 2023
2004,01,France,Sierra Leone,536256.0,July 2020
2003,07,France,Portugal,5800.0,October 2020
2002,12,France,New Caledonia,7872.0,January 2020
1996,11,France,Luxembourg,5800.0,April 2020
1999,04,France,Libya,13120.0,June 2021
2005,02,France,Kuwait,6560.0,July 2021
2006,12,France,Ireland,12760.0,August 2021
2006,12,France,Guinea,8700.0,October 2021
1976,07,France,Germany,19140.0,November 2021
2008,04,France,Faroe Islands,14472.0,January 2021
2011,12,France,Djibouti,0.0,December 2019
2007,01,France,Denmark,27930.0,December 2020
1990,02,EU (External Trade),Turkey,3888.0,January 2022
1992,07,EU (External Trade),United Kingdom,0.0,June 2020
1994,10,EU (External Trade),United States,6216.0,August 2020
2006,12,EU (External Trade),Uruguay,19600.0,September 2020
2006,12,EU (External Trade),Non-EU Suppression,5250.0,October 2020
1989,10,EU (External Trade),Niger,2160.0,November 2020
1994,08,EU (External Trade),Panama,1944.0,January 2020
1995,11,EU (External Trade),Pakistan,9310.0,February 2020
1999,06,EU (External Trade),Qatar,9310.0,June 2021
2006,04,EU (External Trade),Saudi Arabia,2520.0,July 2021
1994,01,EU (External Trade),Sierra Leone,33760.0,October 2021
1991,05,EU (External Trade),Sri Lanka,6246.0,December 2019
2001,08,EU (External Trade),Chile,9392.0,December 2021
1996,01,EU (External Trade),Cote d Ivoire,7200.0,December 2020
1998,07,EU (External Trade),Ecuador,2920.0,January 2020
2020,02,EU (External Trade),Ethiopia,33840.0,January 2022
2002,12,EU (External Trade),Faroe Islands,2832.0,January 2023
2004,07,EU (External Trade),French Polynesia,7200.0,May 2020
2006,01,EU (External Trade),Georgia,36120.0,June 2020
2006,01,EU (External Trade),Guinea,2040.0,September 2020
2006,02,EU (External Trade),Guatemala,35998.0,November 2020
2006,08,EU (External Trade),India,2960.0,January 2020
2007,11,EU (External Trade),Iceland,1490.0,February 2020
1976,03,EU (External Trade),Israel,12040.0,April 2020
1996,06,EU (External Trade),Liberia,612.0,June 2021
2004,12,EU (External Trade),Libya,2960.0,July 2021
1990,07,EU (External Trade),Malaysia,5190.0,October 2021
1994,10,EU (External Trade),Mauritania,4088.0,December 2021
9999,01,EU (External Trade),Mexico,6020.0,January 2021
1996,01,EU (External Trade),Moldova,3600.0,February 2021
9999,01,EU (External Trade),New Caledonia,11720.0,December 2020
2001,09,EU (External Trade),New Zealand,12040.0,December 2021
2004,01,El Salvador,Honduras,12110.0,December 2020
2005,06,EU (External Trade),Algeria,1142.0,December 2022
2006,09,EU (External Trade),Barbados,30336.0,July 2020
2007,07,EU (External Trade),Canada,70.0,October 2020
2007,05,EU (External Trade),Bosnia & Herzegovina,55.18,November 2020
1989,01,EU (External Trade),Brazil,5625.6,December 2020
1995,04,Czech Republic,Spain,20700.0,January 2021
1995,04,Denmark,Hong Kong,30.93,August 2021
1996,06,Denmark,Spain,128.27,October 2021
1998,04,Denmark,United States,1456.0,December 2021
1999,03,Dominican Republic,Haiti,11720.0,January 2021
2000,04,Czech Republic,Romania,0.0,December 2020
2010,07,Czech Republic,Russia,6020.0,December 2021
2004,11,Czech Republic,Portugal,3792.0,December 2022
2006,04,Czech Republic,Poland,4920.0,December 2023
2010,07,Czech Republic,Japan,2100.0,December 2022
2005,09,Czech Republic,Lithuania,12960.0,December 2023
2005,01,Czech Republic,Greece,6825.0,January 2020
2006,02,Czech Republic,Hungary,9800.0,January 2021
2007,08,Czech Republic,Estonia,6300.0,January 2023
2007,01,Czech Republic,Belgium,25440.0,June 2020
2010,07,Czech Republic,Belarus,9520.0,August 2020
1978,08,Croatia,Hungary,1575.0,September 2020
1990,07,China with HK ReExports,Vietnam,29400.0,February 2020
2001,07,Colombia,Ecuador,2534.0,January 2021
1983,01,Colombia,Puerto Rico (U.S.),7272.0,May 2021
1990,04,Cote d'Ivoire,"Other Countries, NES",3956.0,June 2021
1990,10,China with HK ReExports,Malaysia,6306.0,September 2021
1990,11,China,Vietnam,1606.32,January 2021
1994,02,China,Morocco,1212.0,December 2019
1994,06,China,Indonesia,44312.0,December 2021
1995,01,China,Angola,43584.0,December 2023
1996,04,Chile,Brazil,3956.0,December 2020
1997,09,Bulgaria,Romania,2919.5,December 2023
1998,10,Brazil,United Kingdom,8925.0,May 2020
1998,12,Bulgaria,Greece,6020.0,July 2020
1999,03,Belgium,United Kingdom,11328.0,November 2020
1997,12,Belgium,Portugal,6306.0,February 2020
2000,05,Belgium,Slovenia,7356.0,January 2021
2000,07,Belgium,Sweden,120474.0,June 2021
2001,04,Belgium,Taiwan,12672.0,August 2021
2002,03,Belarus,Ukraine,17520.0,October 2021
2002,02,Belgium,Australia,29000.0,December 2021
2002,12,Belarus,Latvia,30100.0,February 2021
2003,04,Belarus,Lithuania,5832.0,December 2019
2003,03,Belgium,Cape Verde,25440.0,December 2021
2004,07,Belgium,Denmark,80.0,December 2020
2004,07,Belgium,France,1319.0,December 2022
2004,08,Belgium,Germany,2160.0,January 2020
2005,01,Belgium,Ghana,1875.0,January 2021
2010,07,Belgium,Greece,7200.0,January 2023
2004,12,Belgium,Hungary,2600.0,June 2020
2006,08,Belgium,Israel,21728.0,September 2020
1977,12,Belgium,Latvia,1944.0,November 2020
2007,01,Belgium,Luxembourg,13618.8,December 2020
1983,05,Belgium,Mali,8280.0,February 2020
2007,06,Belgium,Malta,3750.0,April 2020
2007,11,Belgium,Netherlands,3160.0,June 2021
1994,07,Belgium,New Zealand,16560.0,August 2021
2005,05,Belgium,Mali,6500.0,November 2021
1986,01,Belgium,Macedonia,724.0,December 2021
1986,01,Belgium,Luxembourg,5300.0,January 2021
2007,03,Belgium,Lithuania,12420.0,December 2019
1985,10,Belgium,Italy,14500.0,December 2020
1995,08,Belgium,Ireland,80.0,December 2022
1996,01,Belgium,India,1806.0,December 2023
1996,03,Belgium,Hungary,1755.0,December 2020
1995,11,Belgium,Greece,4080.0,December 2021
1994,01,Belgium,Ghana,124.0,December 2023
2017,08,Belgium,Germany,204.0,January 2020
1996,06,Belgium,Finland,80.0,January 2021
1996,08,Belgium,Denmark,204.0,January 2023
1997,03,Belgium,Czech Republic,3744.0,May 2020
1997,04,Belgium,Ethiopia,2112.0,June 2020
1997,01,Belgium,"Congo, Dem. Rep.",16000.0,August 2020
1990,05,Belgium,Burkina Faso,1300.0,October 2020
1994,03,Belgium,Brazil,273.6,November 2020
2005,09,Belgium,Cameroon,11200.0,January 2020
1997,05,Belarus,Lithuania,18060.0,April 2020
1997,11,Belgium,Austria,362.0,June 2021
1997,12,Belarus,Ukraine,584.0,August 2021
1997,02,Belgium,Taiwan,362.0,September 2021
2017,08,Belgium,Sweden,4816.0,November 2021
2017,08,Belgium,Spain,3168.0,December 2021
1998,07,Belgium,Slovenia,8316.0,January 2021
1999,03,Belgium,Russia,44800.0,February 2021
1992,07,Belgium,Poland,3750.0,December 2020
1999,07,Belgium,Portugal,272.0,December 2020
1999,12,Belgium,United States,12640.0,December 2021
2017,08,Bulgaria,Greece,28275.0,December 2020
2000,03,Bulgaria,Armenia,16000.0,December 2021
1998,09,Belgium,Vietnam,15840.0,December 2023
1998,10,Bulgaria,Turkey,15840.0,January 2020
1980,10,Bulgaria,Romania,7920.0,January 2022
2001,07,Canada,United States,11200.0,May 2020
2001,10,Chile,Argentina,5600.0,June 2020
2001,10,China,Hong Kong,36120.0,August 2020
2003,03,China,Myanmar,8026.4,September 2020
2002,02,China,Taiwan,82800.0,November 2020
2003,03,China,Vietnam,273.6,December 2020
2003,03,Cote d'Ivoire,Burkina Faso,3160.0,May 2021
2002,06,Colombia,Trinidad & Tobago,11200.0,September 2021
2001,06,Colombia,Ecuador,72240.0,October 2021
2002,06,China with HK ReExports,Taiwan,362.0,December 2021
2002,06,Croatia,Slovenia,5600.0,February 2021
2003,03,Croatia,Bosnia & Herzegovina,11200.0,December 2020
2002,06,Croatia,Hungary,5600.0,December 2020
2002,05,Croatia,Germany,17920.0,December 2021
2002,06,Czech Republic,Finland,2736.0,December 2021
2002,08,Czech Republic,Germany,10560.0,December 2022
1994,03,Czech Republic,Hungary,204.0,December 2023
2002,11,Czech Republic,Latvia,34500.0,January 2020
1987,07,Czech Republic,Portugal,724.0,January 2023
2002,10,Czech Republic,Serbia,4140.0,May 2020
1983,08,Czech Republic,Romania,7200.0,June 2020
1983,02,Egypt (UN),Libya,2800.0,July 2020
2002,12,Egypt (UN),Ethiopia,750.0,September 2020
1984,12,Denmark,United Kingdom,4424.0,October 2020
2007,01,Denmark,Spain,3516.0,December 2020
1984,08,Denmark,Norway,2284.0,January 2020
1984,08,Denmark,Netherlands,408.0,April 2020
2002,12,Denmark,Ireland,3612.0,May 2021
1987,10,Denmark,Italy,1374.0,June 2021
1988,03,Denmark,Austria,14656.0,July 2021
1988,07,Czech Republic,Uzbekistan,3516.0,August 2021
1987,10,Denmark,Finland,204.0,February 2021
1988,05,Denmark,Germany,7600.0,December 2019
1991,10,Denmark,Greece,18060.0,December 2020
2003,06,Czech Republic,Slovenia,10800.0,December 2021
2003,06,Czech Republic,Spain,362.0,December 2022
2003,03,EU (External Trade),Burkina Faso,3800.0,December 2023
2003,07,EU (External Trade),Cameroon,3800.0,December 2022
2003,09,EU (External Trade),Barbados,1632.0,December 2023
2003,04,EU (External Trade),Belarus,108088.0,January 2020
2003,10,EU (External Trade),Bolivia,3800.0,January 2021
2003,10,EU (External Trade),Australia,3800.0,January 2022
2003,11,EU (External Trade),Armenia,3800.0,January 2023
2004,05,EU (External Trade),Angola,3150.0,June 2020
2013,03,EU (External Trade),Andorra,3360.0,July 2020
1992,06,EU (External Trade),Albania,10500.0,August 2020
1992,04,El Salvador,Guatemala,12600.0,October 2020
1992,10,EU (External Trade),New Zealand,2160.0,February 2020
1992,01,EU (External Trade),Mozambique,1020.0,April 2020
1992,12,EU (External Trade),Morocco,408.0,January 2021
2017,08,EU (External Trade),Mexico,5440.0,June 2021
1993,03,EU (External Trade),Montenegro,1810.0,July 2021
1993,06,EU (External Trade),Malaysia,8848.0,September 2021
1993,07,EU (External Trade),Liberia,17600.0,November 2021
1993,07,EU (External Trade),Lebanon,45504.0,December 2021
1992,12,EU (External Trade),Kenya,29232.0,February 2021
1993,08,EU (External Trade),Kazakhstan,13824.0,December 2019
1994,03,EU (External Trade),Japan,4200.0,December 2020
1994,07,EU (External Trade),India,1980.0,December 2021
1994,08,EU (External Trade),Guatemala,4280.0,December 2021
1994,07,EU (External Trade),Gibraltar,69120.0,December 2022
1995,08,EU (External Trade),Guinea,54180.0,December 2023
1990,04,EU (External Trade),French Polynesia,36120.0,May 2020
1991,10,EU (External Trade),Ecuador,62300.0,September 2020
1991,04,EU (External Trade),Cote d Ivoire,6795.0,November 2020
1995,04,EU (External Trade),China,12606.0,January 2021
1995,08,EU (External Trade),Taiwan,17190.0,July 2021
1996,05,EU (External Trade),Sudan,10776.0,August 2021
1996,05,EU (External Trade),Singapore,26240.0,November 2021
1996,09,EU (External Trade),Saudi Arabia,2720.0,February 2021
1997,04,EU (External Trade),Philippines,2400.0,December 2020
1990,11,EU (External Trade),Pakistan,36120.0,December 2022
2002,01,EU (External Trade),Norway,8428.0,December 2020
2002,11,EU (External Trade),Niger,36120.0,December 2021
1974,03,EU (External Trade),Vietnam,4816.0,January 2021
2004,09,EU (External Trade),Turkey,12640.0,June 2020
2002,09,France,Algeria,1980.0,September 2020
2003,07,France,"Congo, Dem. Rep.",924.0,January 2020
2001,06,France,Gabon,1536.0,August 2021
2002,09,France,Germany,19800.0,September 2021
2004,03,France,India,14400.0,January 2021
2002,02,France,Lebanon,660.0,February 2021
2002,02,France,Luxembourg,1968.0,December 2020
2002,10,France,Morocco,2624.0,December 2021
2004,08,France,Netherlands,3280.0,December 2022
2003,05,France,Portugal,19872.0,December 2021
2003,04,France,Senegal,1968.0,December 2023
2004,06,France,Sweden,1968.0,January 2023
2004,08,France,Tunisia,38160.0,July 2020
2004,12,France,United Kingdom,12720.0,August 2020
2005,10,France (Customs),Austria,20520.0,October 2020
2005,11,France (Customs),Belgium,7920.0,November 2020
2006,11,France (Customs),Czech Republic,34560.0,January 2020
2007,08,France (Customs),Faroe Islands,1180.0,January 2021
2007,08,France (Customs),Germany,3960.0,July 2021
2002,09,France (Customs),Gabon,90.5,August 2021
2004,08,France (Customs),Ireland,2040.0,November 2021
2016,09,France (Customs),Lebanon,45440.0,February 2021
2007,01,France (Customs),Morocco,2720.0,December 2020
2004,12,France (Customs),Netherlands,1204.0,December 2021
2005,01,France (Customs),Portugal,632.0,December 2022
2004,10,France (Customs),Poland,11600.0,December 2023
2005,04,France (Customs),Romania,3600.0,December 2021
2006,06,France (Customs),Senegal,1020.0,December 2022
2004,12,Germany,Bulgaria,12600.0,January 2021
2004,12,Germany,Austria,408.0,June 2020
2003,03,France (Customs),Singapore,34560.0,September 2020
2005,01,France (Customs),Spain,414.0,November 2020
2005,03,France (Customs),Sweden,1650.0,December 2020
2005,05,France (Customs),Switzerland,6360.0,January 2020
1997,04,France (Customs),Thailand,34560.0,April 2020
2005,05,France (Customs),United Kingdom,1168.0,January 2021
2006,03,Germany,Norway,15360.0,May 2021
2005,07,Germany,Peru,80.0,June 2021
2005,08,Germany,New Zealand,34560.0,July 2021
2005,07,Germany,Nigeria,6320.0,August 2021
2006,01,Germany,Morocco,2544.0,October 2021
2006,02,Germany,Moldova,69120.0,December 2021
2006,02,Germany,Mali,612.0,January 2021
2006,06,Germany,Malta,30720.0,February 2021
2006,09,Germany,Malaysia,30720.0,December 2019
2006,09,Germany,Macedonia,36120.0,December 2020
2009,02,Germany,Luxembourg,83520.0,December 2020
2007,05,Germany,Latvia,90.5,December 2022
2007,03,Germany,Japan,15840.0,December 2020
2007,02,Germany,Kazakhstan,8625.0,December 2021
2007,02,Germany,Italy,41760.0,December 2022
2007,05,Germany,Israel,22120.0,December 2023
2007,06,Germany,Ireland,24080.0,January 2020
2007,06,Germany,Hungary,152640.0,January 2021
2007,06,Germany,India,58890.0,January 2022
2007,07,Germany,Hong Kong,6320.0,January 2023
2007,07,Germany,Greece,3600.0,June 2020
2007,11,Germany,Georgia,15200.0,July 2020
2007,11,Germany,Finland,11880.0,August 2020
2002,07,Germany,France,72240.0,September 2020
2006,01,Germany,Estonia,30400.0,November 2020
1991,12,Germany,Czech Republic,2808.0,February 2020
2002,10,Germany,Colombia,22920.0,May 2021
2005,11,Germany,Turkey,3800.0,August 2021
2009,12,Germany,Thailand,22920.0,September 2021
1996,06,Germany,Taiwan,544.0,October 2021
2009,12,Germany,Sweden,3040.0,December 2021
1996,04,Germany,Spain,3438.0,January 2021
2002,12,Germany,Singapore,34500.0,December 2020
2004,12,Germany,Serbia,3800.0,December 2021
2005,11,Germany,Saudi Arabia,660.0,December 2022
2017,01,Germany,Portugal,592.0,December 2021
2004,10,Germany,Poland,15200.0,December 2023
2007,06,Germany,United States,8625.0,January 2021
2008,02,Germany,Vietnam,6900.0,January 2022
2008,02,Germany,United Kingdom,29445.0,January 2023
2008,02,Germany,United Arab Emirates,18000.0,May 2020
2008,02,Germany (Customs),Australia,34560.0,June 2020
2007,12,Germany (Customs),Argentina,12960.0,July 2020
2008,02,Germany,Zimbabwe,69120.0,August 2020
2007,09,Germany (Customs),Austria,14400.0,September 2020
2008,02,Germany (Customs),Brazil,755.0,October 2020
2009,06,Germany (Customs),Bolivia,2386.8,November 2020
2009,06,Germany (Customs),Belgium,660.0,December 2020
2009,05,Germany (Customs),Belarus,3600.0,January 2020
2009,05,Germany (Customs),Chile,17600.0,February 2020
2009,05,Germany (Customs),Cameroon,11400.0,April 2020
2009,05,Germany (Customs),Bulgaria,15200.0,January 2021
2009,05,Germany (Customs),Colombia,7200.0,May 2021
2009,05,Germany (Customs),"Congo, Dem. Rep.",296.0,June 2021
2009,05,Germany (Customs),Croatia,7862.4,July 2021
2008,03,Germany (Customs),Costa Rica,510.0,August 2021
2008,03,Germany (Customs),Czech Republic,23040.0,September 2021
2008,03,Germany (Customs),Ecuador,12000.0,October 2021
2008,03,Germany (Customs),Denmark,30720.0,November 2021
2008,03,Germany (Customs),Egypt,24000.0,December 2021
2008,03,Germany (Customs),Estonia,22500.0,January 2021
2008,03,Germany (Customs),Finland,18000.0,February 2021
2014,11,Germany (Customs),France,27000.0,December 2019
2008,01,Germany (Customs),Georgia,67500.0,December 2020
2007,12,Germany (Customs),Guatemala,31680.0,December 2020
2008,07,Germany (Customs),Hungary,15100.0,December 2022
2010,04,Germany (Customs),India,2336.0,December 2020
2008,06,Germany (Customs),Italy,592.0,December 2023
2010,07,Germany (Customs),Japan,7862.4,January 2020
2008,09,Germany (Customs),Kazakhstan,1184.0,January 2021
2009,01,Germany (Customs),"Korea, South",11880.0,January 2022
2008,09,Germany (Customs),Luxembourg,9480.0,June 2020
2008,09,Germany (Customs),Moldova,296.0,September 2020
2008,09,Germany (Customs),Malta,7862.4,November 2020
2008,10,Germany (Customs),New Zealand,34500.0,February 2020
2011,04,Germany (Customs),Norway,0.0,January 2021
2008,12,Germany (Customs),Nigeria,29445.0,May 2021
2009,12,Germany (Customs),Portugal,784.0,August 2021
2009,01,Germany (Customs),Russia,31122.0,November 2021
2010,03,Germany (Customs),Sweden,31122.0,December 2022
2008,12,Germany (Customs),Taiwan,50560.0,December 2020
2008,12,Germany (Customs),Thailand,16704.0,December 2021
2008,11,Germany (Customs),Turkey,2025.0,December 2022
2009,02,Germany (Customs),United Arab Emirates,1950.0,December 2023
2009,03,India,Cameroon,1950.0,January 2022
2008,12,India,Brunei Darussalam,750.0,May 2020
2011,04,Hungary,Slovenia,8511.3,July 2020
1984,01,Hungary,Slovakia,1950.0,August 2020
1965,01,Hungary,Poland,26240.0,November 2020
2007,07,Greece,Albania,26240.0,December 2020
2008,12,Ghana,Burkina Faso,24080.0,January 2020
2017,10,Germany (Customs),Vietnam,34560.0,April 2020
2009,07,Greece,Cyprus,34560.0,May 2021
2009,12,Hungary,Czech Republic,311040.0,August 2021
2009,09,Hong Kong,Vietnam,35672.0,November 2021
2009,07,India,Nigeria,13034.0,December 2021
2009,12,India,Nicaragua,2720.0,January 2021
2009,10,India,Nepal,4584.0,February 2021
2009,09,India,Myanmar,5488.0,December 2019
2009,11,India,Cote d Ivoire,5520.0,December 2020
2013,12,India,Honduras,68160.0,December 2020
2009,12,India,Ghana,34560.0,December 2021
2009,12,India,Madagascar,1950.0,December 2023
2009,12,India,Morocco,14700.0,December 2020
2010,02,India,Somalia,584.0,December 2021
2010,12,India,Sri Lanka,5488.0,December 2022
2009,12,India,Tanzania,9996.0,December 2023
2010,07,India,Togo,7800.0,January 2020
2011,03,India,Zambia,2384.0,January 2023
2010,05,Italy,Portugal,14256.0,July 2020
2010,03,Italy,Romania,3888.0,August 2020
2010,03,Italy,Pakistan,2808.0,September 2020
2010,03,Italy,Poland,2136.0,October 2020
2008,08,Italy,Malta,3528.0,November 2020
2010,07,Italy,Mexico,632.0,December 2020
2010,07,Italy,Montenegro,3960.0,January 2020
2010,07,Italy,Netherlands,3612.0,February 2020
2010,07,Italy,Ireland,1950.0,April 2020
2010,07,Italy,Israel,1950.0,January 2021
2010,07,Italy,Lithuania,3536.0,May 2021
2010,07,Italy,Greece,2376.0,June 2021
2010,10,Italy,Hong Kong,1950.0,July 2021
2009,07,Italy,France,69120.0,September 2021
2010,05,Italy,Czech Republic,2400.0,October 2021
2011,04,Italy,Croatia,2808.0,November 2021
2010,07,Ireland (Customs),Northern Ireland,35280.0,December 2021
2010,07,Ireland (Customs),Taiwan,1264.0,January 2021
2010,07,Italy,Austria,2464.0,February 2021
2010,09,Israel,United States,1944.0,December 2019
2010,08,Italy Istat,Malta,298.0,December 2020
2010,11,Italy Istat,Mexico,1224.0,December 2021
2010,12,Italy Istat,Montenegro,4800.0,December 2022
2010,10,Italy Istat,Ireland,4800.0,December 2020
2010,12,Italy Istat,Lithuania,1240.0,December 2021
2005,01,Italy Istat,Hong Kong,34560.0,January 2020
2005,01,Italy Istat,Germany,1080.0,January 2021
2010,11,Italy Istat,France,980.0,January 2022
2011,04,Italy Istat,Czech Republic,8100.0,January 2023
2010,12,Italy Istat,Croatia,11800.0,May 2020
2010,12,Italy,United Kingdom,138240.0,July 2020
2010,12,Italy,Spain,4440.0,December 2020
2011,03,Italy,Slovenia,1800.0,February 2020
2011,02,Italy,Slovakia,816.0,April 2020
2011,02,Italy Istat,Slovakia,5900.0,June 2021
2014,03,Italy Istat,Poland,207360.0,September 2021
2011,03,Italy Istat,Turkey,39360.0,November 2021
2011,08,Italy Istat,Thailand,26240.0,December 2021
2011,03,Italy Istat,Spain,1680.0,January 2021
2010,08,Italy Istat,United Kingdom,1960.0,December 2019
2011,01,Italy Istat,United States,1800.0,December 2020
2011,09,Japan,China,5616.0,December 2021
2011,03,Japan,India,52480.0,December 2023
2011,03,Japan,"Korea, South",3920.0,December 2020
2011,03,Japan,Malaysia,980.0,December 2021
2011,04,Japan,Singapore,6210.0,December 2022
2013,02,Japan,Thailand,1020.0,January 2021
2013,02,Netherlands,Finland,1200.0,January 2022
2013,02,Netherlands,France,34560.0,January 2023
2013,02,Netherlands,EU Suppression,12040.0,May 2020
2013,02,Netherlands,Dominican Republic,2220.0,July 2020
2013,02,Netherlands,Denmark,3060.0,September 2020
2011,04,Netherlands,Croatia,2450.0,November 2020
2011,05,Netherlands,Burkina Faso,392.0,January 2020
2011,06,Netherlands,Barbados,1944.0,April 2020
2011,04,Malaysia,Singapore,69120.0,July 2021
2011,04,Japan,Vietnam,22720.0,September 2021
2011,04,Kenya,Ethiopia,11360.0,November 2021
2011,04,Kenya,Burundi,12040.0,December 2021
2011,04,Kenya,Tanzania,8800.0,February 2021
2011,06,Latvia,Lithuania,138240.0,December 2019
2010,07,Macedonia,Albania,34560.0,December 2021
2012,06,Malaysia,New Caledonia,1950.0,December 2023
2011,04,Netherlands,Portugal,8800.0,January 2020
2011,04,Netherlands,Mozambique,680.0,January 2023
2011,09,Netherlands,Mali,45440.0,May 2020
2011,09,Netherlands,Luxembourg,11360.0,June 2020
2019,04,Netherlands,Lithuania,34560.0,July 2020
2011,08,Netherlands,Liberia,34560.0,August 2020
2011,10,Netherlands,Ireland,4176.0,November 2020
2012,04,Netherlands,Israel,1862.0,December 2020
2012,02,Netherlands,Haiti,8704.0,April 2020
