Year,Quarter,OriginCountry,DestinationCountry,Exports_During_The_Quarter
2021,2Q2021,EU (External Trade),New Zealand,
2021,2Q2021,EU (External Trade),Niger,
2021,2Q2021,EU (External Trade),Nigeria,
2021,2Q2021,EU (External Trade),Non-EU Suppression,
2021,2Q2021,EU (External Trade),Norway,
2021,2Q2021,EU (External Trade),Not Determin Extra EU Trade,
2021,2Q2021,EU (External Trade),Pakistan,
2021,2Q2021,EU (External Trade),Panama,
2021,2Q2021,EU (External Trade),Philippines,
2021,2Q2021,EU (External Trade),Qatar,
2021,2Q2021,EU (External Trade),Russia,
2021,2Q2021,EU (External Trade),Saudi Arabia,
2021,2Q2021,EU (External Trade),Senegal,
2021,2Q2021,EU (External Trade),Serbia,
2021,2Q2021,EU (External Trade),Singapore,
2021,2Q2021,EU (External Trade),South Africa,
2021,2Q2021,EU (External Trade),Switzerland,
2021,2Q2021,EU (External Trade),Taiwan,
2021,2Q2021,EU (External Trade),Tajikistan,
2021,2Q2021,EU (External Trade),Tanzania,
2021,2Q2021,EU (External Trade),Thailand,
2021,2Q2021,EU (External Trade),Togo,
2021,2Q2021,EU (External Trade),Tunisia,
2021,2Q2021,EU (External Trade),Turkey,
2021,2Q2021,EU (External Trade),Uganda,
2021,2Q2021,EU (External Trade),Ukraine,
2021,2Q2021,EU (External Trade),United Arab Emirates,
2021,2Q2021,EU (External Trade),United Kingdom,
2021,2Q2021,EU (External Trade),United States,
2021,2Q2021,EU (External Trade),Vietnam,
2021,2Q2021,France,Albania,
2021,2Q2021,France,Algeria,
2021,2Q2021,France,Angola,
2021,2Q2021,France,Australia,
2021,2Q2021,France,Austria,
2021,2Q2021,France,Belgium,
2021,2Q2021,France,Burkina Faso,
2021,2Q2021,France,Cameroon,
2021,2Q2021,France,Chad,
2021,2Q2021,France,"Congo, Dem. Rep.",
2021,2Q2021,France,Czech Republic,
2021,2Q2021,France,Denmark,
2021,2Q2021,France,Finland,
2021,2Q2021,France,Gabon,
2021,2Q2021,France,Germany,
2021,2Q2021,France,Greece,
2021,2Q2021,France,Hungary,
2021,2Q2021,France,India,
2021,2Q2021,France,Iran,
2021,2Q2021,France,Ireland,
2021,2Q2021,France,Israel,
2021,2Q2021,France,Italy,
2021,2Q2021,France,Luxembourg,
2021,2Q2021,France,Mauritania,
2021,2Q2021,France,Morocco,
2021,2Q2021,France,Netherlands,
2021,2Q2021,France,Poland,
2021,2Q2021,France,Portugal,
2021,2Q2021,France,Romania,
2021,2Q2021,France,Senegal,
2021,2Q2021,France,Singapore,
2021,2Q2021,France,Slovenia,
2021,2Q2021,France,Spain,
2021,2Q2021,France,Sweden,
2021,2Q2021,France,Switzerland,
2021,2Q2021,France,Tunisia,
2021,2Q2021,France,United Kingdom,
2021,2Q2021,France (Customs),Albania,
2021,2Q2021,France (Customs),Algeria,
2021,2Q2021,France (Customs),Angola,
2021,2Q2021,France (Customs),Australia,
2021,2Q2021,France (Customs),Austria,
2021,2Q2021,France (Customs),Belgium,
2021,2Q2021,France (Customs),Burkina Faso,
2021,2Q2021,France (Customs),Cameroon,
2021,2Q2021,France (Customs),Chad,
2021,2Q2021,France (Customs),"Congo, Dem. Rep.",
2021,2Q2021,France (Customs),Czech Republic,
2021,2Q2021,France (Customs),Denmark,
2021,2Q2021,France (Customs),Finland,
2021,2Q2021,France (Customs),Gabon,
2021,2Q2021,France (Customs),Germany,
2021,2Q2021,France (Customs),Greece,
2021,2Q2021,France (Customs),Hungary,
2021,2Q2021,France (Customs),India,
2021,2Q2021,France (Customs),Iran,
2021,2Q2021,France (Customs),Ireland,
2021,2Q2021,France (Customs),Israel,
2021,2Q2021,France (Customs),Italy,
2021,2Q2021,France (Customs),Luxembourg,
2021,2Q2021,France (Customs),Mauritania,
2021,2Q2021,France (Customs),Morocco,
2021,2Q2021,France (Customs),Netherlands,
2021,2Q2021,France (Customs),Poland,
2021,2Q2021,France (Customs),Portugal,
2021,2Q2021,France (Customs),Romania,
2021,2Q2021,France (Customs),Senegal,
2021,2Q2021,France (Customs),Singapore,
2021,2Q2021,France (Customs),Slovenia,
2021,2Q2021,France (Customs),Spain,
2021,2Q2021,France (Customs),Sweden,
2021,2Q2021,France (Customs),Switzerland,
2021,2Q2021,France (Customs),Tunisia,
2021,2Q2021,France (Customs),United Kingdom,
2021,2Q2021,Germany,Algeria,
2021,2Q2021,Germany,Argentina,
2021,2Q2021,Germany,Australia,
2021,2Q2021,Germany,Austria,
2021,2Q2021,Germany,Bahrain,
2021,2Q2021,Germany,Belgium,
2021,2Q2021,Germany,Bolivia,
2021,2Q2021,Germany,Brazil,
2021,2Q2021,Germany,Bulgaria,
2021,2Q2021,Germany,Chile,
2021,2Q2021,Germany,China,
2021,2Q2021,Germany,Colombia,
2021,2Q2021,Germany,Croatia,
2021,2Q2021,Germany,Cyprus,
2021,2Q2021,Germany,Czech Republic,
2021,2Q2021,Germany,Denmark,
2021,2Q2021,Germany,Egypt,
2021,2Q2021,Germany,Estonia,
2021,2Q2021,Germany,Ethiopia,
2021,2Q2021,Germany,Finland,
2021,2Q2021,Germany,France,
2021,2Q2021,Germany,Greece,
2021,2Q2021,Germany,Guatemala,
2021,2Q2021,Germany,Hong Kong,
2021,2Q2021,Germany,Hungary,
2021,2Q2021,Germany,India,
2021,2Q2021,Germany,Indonesia,
2021,2Q2021,Germany,Ireland,
2021,2Q2021,Germany,Israel,
2021,2Q2021,Germany,Italy,
2021,2Q2021,Germany,Japan,
2021,2Q2021,Germany,Kazakhstan,
2021,2Q2021,Germany,"Korea, South",
2021,2Q2021,Germany,Latvia,
2021,2Q2021,Germany,Lithuania,
2021,2Q2021,Germany,Luxembourg,
2021,2Q2021,Germany,Macedonia,
2021,2Q2021,Germany,Malaysia,
2021,2Q2021,Germany,Mali,
2021,2Q2021,Germany,Malta,
2021,2Q2021,Germany,Moldova,
2021,2Q2021,Germany,Morocco,
2021,2Q2021,Germany,Netherlands,
2021,2Q2021,Germany,New Zealand,
2021,2Q2021,Germany,Nigeria,
2021,2Q2021,Germany,Norway,
2021,2Q2021,Germany,Philippines,
2021,2Q2021,Germany,Poland,
2021,2Q2021,Germany,Portugal,
2021,2Q2021,Germany,Qatar,
2021,2Q2021,Germany,Romania,
2021,2Q2021,Germany,Russia,
2021,2Q2021,Germany,Saudi Arabia,
2021,2Q2021,Germany,Serbia,
2021,2Q2021,Germany,Singapore,
2021,2Q2021,Germany,Slovakia,
2021,2Q2021,Germany,Slovenia,
2021,2Q2021,Germany,South Africa,
2021,2Q2021,Germany,Spain,
2021,2Q2021,Germany,Sweden,
2021,2Q2021,Germany,Switzerland,
2021,2Q2021,Germany,Taiwan,
2021,2Q2021,Germany,Tajikistan,
2021,2Q2021,Germany,Thailand,
2021,2Q2021,Germany,Turkey,
2021,2Q2021,Germany,Ukraine,
2021,2Q2021,Germany,United Arab Emirates,
2021,2Q2021,Germany,United Kingdom,
2021,2Q2021,Germany,United States,
2021,2Q2021,Germany,Vietnam,
2021,2Q2021,Germany (Customs),Algeria,
2021,2Q2021,Germany (Customs),Australia,
2021,2Q2021,Germany (Customs),Austria,
2021,2Q2021,Germany (Customs),Azerbaijan,
2021,2Q2021,Germany (Customs),Bahrain,
2021,2Q2021,Germany (Customs),Belgium,
2021,2Q2021,Germany (Customs),Bolivia,
2021,2Q2021,Germany (Customs),Brazil,
2021,2Q2021,Germany (Customs),Bulgaria,
2021,2Q2021,Germany (Customs),Chile,
2021,2Q2021,Germany (Customs),China,
2021,2Q2021,Germany (Customs),Colombia,
2021,2Q2021,Germany (Customs),Croatia,
2021,2Q2021,Germany (Customs),Cyprus,
2021,2Q2021,Germany (Customs),Czech Republic,
2021,2Q2021,Germany (Customs),Denmark,
2021,2Q2021,Germany (Customs),Egypt,
2021,2Q2021,Germany (Customs),Estonia,
2021,2Q2021,Germany (Customs),Ethiopia,
2021,2Q2021,Germany (Customs),Finland,
2021,2Q2021,Germany (Customs),France,
2021,2Q2021,Germany (Customs),Gabon,
2021,2Q2021,Germany (Customs),Georgia,
2021,2Q2021,Germany (Customs),Ghana,
2021,2Q2021,Germany (Customs),Greece,
2021,2Q2021,Germany (Customs),Guatemala,
2021,2Q2021,Germany (Customs),Hong Kong,
2021,2Q2021,Germany (Customs),Hungary,
2021,2Q2021,Germany (Customs),India,
2021,2Q2021,Germany (Customs),Indonesia,
2021,2Q2021,Germany (Customs),Iraq,
2021,2Q2021,Germany (Customs),Ireland,
2021,2Q2021,Germany (Customs),Israel,
2021,2Q2021,Germany (Customs),Italy,
2021,2Q2021,Germany (Customs),Japan,
2021,2Q2021,Germany (Customs),Kazakhstan,
2021,2Q2021,Germany (Customs),"Korea, South",
2021,2Q2021,Germany (Customs),Kuwait,
2021,2Q2021,Germany (Customs),Latvia,
2021,2Q2021,Germany (Customs),Lithuania,
2021,2Q2021,Germany (Customs),Luxembourg,
2021,2Q2021,Germany (Customs),Macedonia,
2021,2Q2021,Germany (Customs),Malaysia,
2021,2Q2021,Germany (Customs),Mali,
2021,2Q2021,Germany (Customs),Malta,
2021,2Q2021,Germany (Customs),Moldova,
2021,2Q2021,Germany (Customs),Morocco,
2021,2Q2021,Germany (Customs),Netherlands,
2021,2Q2021,Germany (Customs),New Zealand,
2021,2Q2021,Germany (Customs),Nigeria,
2021,2Q2021,Germany (Customs),Norway,
2021,2Q2021,Germany (Customs),Peru,
2021,2Q2021,Germany (Customs),Philippines,
2021,2Q2021,Germany (Customs),Poland,
2021,2Q2021,Germany (Customs),Portugal,
2021,2Q2021,Germany (Customs),Qatar,
2021,2Q2021,Germany (Customs),Romania,
2021,2Q2021,Germany (Customs),Russia,
2021,2Q2021,Germany (Customs),Saudi Arabia,
2021,2Q2021,Germany (Customs),Serbia,
2021,2Q2021,Germany (Customs),Singapore,
2021,2Q2021,Germany (Customs),Slovakia,
2021,2Q2021,Germany (Customs),Slovenia,
2021,2Q2021,Germany (Customs),South Africa,
2021,2Q2021,Germany (Customs),Spain,
2021,2Q2021,Germany (Customs),Sweden,
2021,2Q2021,Germany (Customs),Switzerland,
2021,2Q2021,Germany (Customs),Taiwan,
2021,2Q2021,Germany (Customs),Tajikistan,
2021,2Q2021,Germany (Customs),Thailand,
2021,2Q2021,Germany (Customs),Turkey,
2021,2Q2021,Germany (Customs),Ukraine,
2021,2Q2021,Germany (Customs),United Arab Emirates,
2021,2Q2021,Germany (Customs),United Kingdom,
2021,2Q2021,Germany (Customs),United States,
2021,2Q2021,Germany (Customs),Uruguay,
2021,2Q2021,Germany (Customs),Vietnam,
2021,2Q2021,Greece,Albania,
2021,2Q2021,Greece,Cyprus,
2021,2Q2021,Greece,Germany,
2021,2Q2021,Guatemala,El Salvador,
2021,2Q2021,Guatemala,Honduras,
2021,2Q2021,Guatemala,Panama,
2021,2Q2021,Hungary,Austria,
2021,2Q2021,Hungary,Croatia,
2021,2Q2021,Hungary,Czech Republic,
2021,2Q2021,Hungary,Greece,
2021,2Q2021,Hungary,Moldova,
2021,2Q2021,Hungary,Poland,
2021,2Q2021,Hungary,Romania,
2021,2Q2021,Hungary,Serbia,
2021,2Q2021,Hungary,Slovakia,
2021,2Q2021,Hungary,Switzerland,
2021,2Q2021,India,Afghanistan,
2021,2Q2021,India,Bangladesh,
2021,2Q2021,India,Benin,
2021,2Q2021,India,Bhutan,
2021,2Q2021,India,Iraq,
2021,2Q2021,India,Lebanon,
2021,2Q2021,India,Maldives,
2021,2Q2021,India,Namibia,
2021,2Q2021,India,Nepal,
2021,2Q2021,India,Nigeria,
2021,2Q2021,India,Oman,
2021,2Q2021,India,Papua New Guinea,
2021,2Q2021,India,Puerto Rico (U.S.),
2021,2Q2021,India,Sri Lanka,
2021,2Q2021,India,Switzerland,
2021,2Q2021,India,Tanzania,
2021,2Q2021,India,Uganda,
2021,2Q2021,India,United Arab Emirates,
2021,2Q2021,India,United States,
2021,2Q2021,India,Zambia,
2021,2Q2021,Iran,Afghanistan,
2021,2Q2021,Iran,Armenia,
2021,2Q2021,Iran,Azerbaijan,
2021,2Q2021,Iran,Iraq,
2021,2Q2021,Ireland,Israel,
2021,2Q2021,Ireland,United Kingdom,
2021,2Q2021,Ireland (Customs),Israel,
2021,2Q2021,Ireland (Customs),Northern Ireland,
2021,2Q2021,Ireland (Customs),Taiwan,
2021,2Q2021,Israel,Taiwan,
2021,2Q2021,Italy,Albania,
2021,2Q2021,Italy,Austria,
2021,2Q2021,Italy,Belgium,
2021,2Q2021,Italy,Benin,
2021,2Q2021,Italy,Croatia,
2021,2Q2021,Italy,Cuba,
2021,2Q2021,Italy,Cyprus,
2021,2Q2021,Italy,Czech Republic,
2021,2Q2021,Italy,Estonia,
2021,2Q2021,Italy,France,
2021,2Q2021,Italy,Germany,
2021,2Q2021,Italy,Greece,
2021,2Q2021,Italy,Ireland,
2021,2Q2021,Italy,Lithuania,
2021,2Q2021,Italy,Malta,
2021,2Q2021,Italy,Pakistan,
2021,2Q2021,Italy,Qatar,
2021,2Q2021,Italy,Romania,
2021,2Q2021,Italy,Slovenia,
2021,2Q2021,Italy,Spain,
2021,2Q2021,Italy,Switzerland,
2021,2Q2021,Italy,Thailand,
2021,2Q2021,Italy Istat,Albania,
2021,2Q2021,Italy Istat,Austria,
2021,2Q2021,Italy Istat,Belgium,
2021,2Q2021,Italy Istat,Benin,
2021,2Q2021,Italy Istat,Croatia,
2021,2Q2021,Italy Istat,Cuba,
2021,2Q2021,Italy Istat,Cyprus,
2021,2Q2021,Italy Istat,Czech Republic,
2021,2Q2021,Italy Istat,Estonia,
2021,2Q2021,Italy Istat,France,
2021,2Q2021,Italy Istat,Germany,
2021,2Q2021,Italy Istat,Greece,
2021,2Q2021,Italy Istat,Ireland,
2021,2Q2021,Italy Istat,Lithuania,
2021,2Q2021,Italy Istat,Malta,
2021,2Q2021,Italy Istat,Pakistan,
2021,2Q2021,Italy Istat,Qatar,
2021,2Q2021,Italy Istat,Romania,
2021,2Q2021,Italy Istat,Slovenia,
2021,2Q2021,Italy Istat,Spain,
2021,2Q2021,Italy Istat,Switzerland,
2021,2Q2021,Italy Istat,Thailand,
2021,2Q2021,Japan,Argentina,
2021,2Q2021,Japan,Australia,
2021,2Q2021,Japan,Bangladesh,
2021,2Q2021,Japan,Chile,
2021,2Q2021,Japan,China,
2021,2Q2021,Japan,India,
2021,2Q2021,Japan,Indonesia,
2021,2Q2021,Japan,"Korea, South",
2021,2Q2021,Japan,Malaysia,
2021,2Q2021,Japan,Morocco,
2021,2Q2021,Japan,Pakistan,
2021,2Q2021,Japan,Philippines,
2021,2Q2021,Japan,Singapore,
2021,2Q2021,Japan,Taiwan,
2021,2Q2021,Japan,Thailand,
2021,2Q2021,Japan,Turkey,
2021,2Q2021,Japan,United States,
2021,2Q2021,Japan,Vietnam,
2021,2Q2021,Kenya,Central African Republic,
2021,2Q2021,Kenya,Malawi,
2021,2Q2021,Kenya,Rwanda,
2021,2Q2021,Kenya,Tanzania,
2021,2Q2021,Kenya,Uganda,
2021,2Q2021,Latvia,Lithuania,
2021,2Q2021,Lithuania,Estonia,
2021,2Q2021,Lithuania,Finland,
2021,2Q2021,Lithuania,Germany,
2021,2Q2021,Lithuania,Latvia,
2021,2Q2021,Malaysia,Brunei Darussalam,
2021,2Q2021,Malaysia,Papua New Guinea,
2021,2Q2021,Malaysia,Philippines,
2021,2Q2021,Malaysia,Singapore,
2021,2Q2021,Malaysia,Sri Lanka,
2021,2Q2021,Malaysia,Sudan,
2021,2Q2021,Mexico,Chile,
2021,2Q2021,Mexico,Guatemala,
2021,2Q2021,Mexico,United States,
2021,2Q2021,Netherlands,Austria,
2021,2Q2021,Netherlands,Belgium,
2021,2Q2021,Netherlands,Bulgaria,
2021,2Q2021,Netherlands,Burkina Faso,
2021,2Q2021,Netherlands,Cameroon,
2021,2Q2021,Netherlands,Costa Rica,
2021,2Q2021,Netherlands,Cote d Ivoire,
2021,2Q2021,Netherlands,Cyprus,
2021,2Q2021,Netherlands,Denmark,
2021,2Q2021,Netherlands,Dominican Republic,
2021,2Q2021,Netherlands,Estonia,
2021,2Q2021,Netherlands,EU Suppression,
2021,2Q2021,Netherlands,Finland,
2021,2Q2021,Netherlands,France,
2021,2Q2021,Netherlands,Gabon,
2021,2Q2021,Netherlands,Germany,
2021,2Q2021,Netherlands,Greece,
2021,2Q2021,Netherlands,Guyana,
2021,2Q2021,Netherlands,Hungary,
2021,2Q2021,Netherlands,Iceland,
2021,2Q2021,Netherlands,Ireland,
2021,2Q2021,Netherlands,Italy,
2021,2Q2021,Netherlands,Latvia,
2021,2Q2021,Netherlands,Lithuania,
2021,2Q2021,Netherlands,Luxembourg,
2021,2Q2021,Netherlands,Mali,
2021,2Q2021,Netherlands,Malta,
2021,2Q2021,Netherlands,Niger,
2021,2Q2021,Netherlands,Non-EU Suppression,
2021,2Q2021,Netherlands,Not Determin Extra EU Trade,
2021,2Q2021,Netherlands,Panama,
2021,2Q2021,Netherlands,Portugal,
2021,2Q2021,Netherlands,Romania,
2021,2Q2021,Netherlands,Slovakia,
2021,2Q2021,Netherlands,Slovenia,
2021,2Q2021,Netherlands,South Africa,
2021,2Q2021,Netherlands,Spain,
2021,2Q2021,Netherlands,Sweden,
2021,2Q2021,Netherlands,United Kingdom,
2021,2Q2021,New Zealand,Niue,
2021,2Q2021,New Zealand,Solomon Islands,
2021,2Q2021,New Zealand,Vanuatu,
2021,2Q2021,Peru,Chile,
2021,2Q2021,Peru,Dominican Republic,
2021,2Q2021,Peru,Panama,
2021,2Q2021,Philippines,India,
2021,2Q2021,Philippines,Mexico,
2021,2Q2021,Philippines,Saudi Arabia,
2021,2Q2021,Philippines,Singapore,
2021,2Q2021,Philippines,Thailand,
2021,2Q2021,Poland,Algeria,
2021,2Q2021,Poland,Austria,
2021,2Q2021,Poland,Czech Republic,
2021,2Q2021,Poland,Germany,
2021,2Q2021,Poland,Hungary,
2021,2Q2021,Poland,Italy,
2021,2Q2021,Poland,Lithuania,
2021,2Q2021,Poland,Malta,
2021,2Q2021,Poland,Morocco,
2021,2Q2021,Poland,Netherlands,
2021,2Q2021,Poland,Slovakia,
2021,2Q2021,Poland,Turkey,
2021,2Q2021,Poland (Customs),Algeria,
2021,2Q2021,Poland (Customs),Austria,
2021,2Q2021,Poland (Customs),Czech Republic,
2021,2Q2021,Poland (Customs),Germany,
2021,2Q2021,Poland (Customs),Hungary,
2021,2Q2021,Poland (Customs),Ireland,
2021,2Q2021,Poland (Customs),Italy,
2021,2Q2021,Poland (Customs),Lithuania,
2021,2Q2021,Poland (Customs),Malta,
2021,2Q2021,Poland (Customs),Morocco,
2021,2Q2021,Poland (Customs),Netherlands,
2021,2Q2021,Poland (Customs),Slovakia,
2021,2Q2021,Poland (Customs),Turkey,
2021,2Q2021,Poland (Customs),United States,
2021,2Q2021,Portugal,Angola,
2021,2Q2021,Portugal,Ireland,
2021,2Q2021,Portugal,Spain,
2021,2Q2021,Qatar,Japan,
2021,2Q2021,Qatar,Morocco,
2021,2Q2021,Qatar,Singapore,
2021,2Q2021,Qatar,Switzerland,
2021,2Q2021,Qatar,United Arab Emirates,
2021,2Q2021,Qatar,United States,
2021,2Q2021,Romania,Czech Republic,
2021,2Q2021,Romania,Hungary,
2021,2Q2021,Romania,Serbia,
2021,2Q2021,Russia,Albania,
2021,2Q2021,Russia,Armenia,
2021,2Q2021,Russia,Azerbaijan,
2021,2Q2021,Russia,Belarus,
2021,2Q2021,Russia,Czech Republic,
2021,2Q2021,Russia,Georgia,
2021,2Q2021,Russia,Germany,
2021,2Q2021,Russia,Kazakhstan,
2021,2Q2021,Russia,Kyrgyzstan,
2021,2Q2021,Russia,Latvia,
2021,2Q2021,Russia,Lithuania,
2021,2Q2021,Russia,Moldova,
2021,2Q2021,Russia,Mongolia,
2021,2Q2021,Russia,Tajikistan,
2021,2Q2021,Russia,Ukraine,
2021,2Q2021,Russia,Uzbekistan,
2021,2Q2021,Serbia,Bosnia & Herzegovina,
2021,2Q2021,Serbia,Bulgaria,
2021,2Q2021,Serbia,Greece,
2021,2Q2021,Serbia,Montenegro,
2021,2Q2021,Serbia,Romania,
2021,2Q2021,Singapore,Brunei Darussalam,
2021,2Q2021,Singapore,"Korea, South",
2021,2Q2021,Singapore,Malaysia,
2021,2Q2021,Singapore,Philippines,
2021,2Q2021,Singapore,Taiwan,
2021,2Q2021,Singapore,Thailand,
2021,2Q2021,Slovakia,Austria,
2021,2Q2021,Slovakia,Bulgaria,
2021,2Q2021,Slovakia,Czech Republic,
2021,2Q2021,Slovakia,Poland,
2021,2Q2021,Slovenia,Austria,
2021,2Q2021,Slovenia,Bosnia & Herzegovina,
2021,2Q2021,Slovenia,Croatia,
2021,2Q2021,Slovenia,France,
2021,2Q2021,Slovenia,Italy,
2021,2Q2021,Slovenia,Macedonia,
2021,2Q2021,Slovenia,Serbia,
2021,2Q2021,South Africa,Botswana,
2021,2Q2021,South Africa,Lesotho,
2021,2Q2021,South Africa,Malawi,
2021,2Q2021,South Africa,Mauritius,
2021,2Q2021,South Africa,Mozambique,
2021,2Q2021,South Africa,Namibia,
2021,2Q2021,South Africa,Swaziland,
2021,2Q2021,South Africa,Zambia,
2021,2Q2021,South Africa,Zimbabwe,
2021,2Q2021,South Korea,Australia,
2021,2Q2021,South Korea,Chile,
2021,2Q2021,South Korea,China,
2021,2Q2021,South Korea,Fiji,
2021,2Q2021,South Korea,Hong Kong,
2021,2Q2021,South Korea,India,
2021,2Q2021,South Korea,Indonesia,
2021,2Q2021,South Korea,Japan,
2021,2Q2021,South Korea,Malaysia,
2021,2Q2021,South Korea,Mexico,
2021,2Q2021,South Korea,Netherlands,
2021,2Q2021,South Korea,Pakistan,
2021,2Q2021,South Korea,Philippines,
2021,2Q2021,South Korea,Singapore,
2021,2Q2021,South Korea,Taiwan,
2021,2Q2021,South Korea,Thailand,
2021,2Q2021,South Korea,United States,
2021,2Q2021,South Korea,Vietnam,
2021,2Q2021,Spain,Algeria,
2021,2Q2021,Spain,Andorra,
2021,2Q2021,Spain,Angola,
2021,2Q2021,Spain,Argentina,
2021,2Q2021,Spain,Belgium,
2021,2Q2021,Spain,Brazil,
2021,2Q2021,Spain,Bulgaria,
2021,2Q2021,Spain,Ceuta,
2021,2Q2021,Spain,China,
2021,2Q2021,Spain,Colombia,
2021,2Q2021,Spain,Cuba,
2021,2Q2021,Spain,Cyprus,
2021,2Q2021,Spain,Czech Republic,
2021,2Q2021,Spain,Egypt,
2021,2Q2021,Spain,France,
2021,2Q2021,Spain,Germany,
2021,2Q2021,Spain,Greece,
2021,2Q2021,Spain,Hong Kong,
2021,2Q2021,Spain,Hungary,
2021,2Q2021,Spain,India,
2021,2Q2021,Spain,Ireland,
2021,2Q2021,Spain,Italy,
2021,2Q2021,Spain,Luxembourg,
2021,2Q2021,Spain,Malta,
2021,2Q2021,Spain,Melilla,
2021,2Q2021,Spain,Mexico,
2021,2Q2021,Spain,Moldova,
2021,2Q2021,Spain,Montenegro,
2021,2Q2021,Spain,Morocco,
2021,2Q2021,Spain,Netherlands,
2021,2Q2021,Spain,New Zealand,
2021,2Q2021,Spain,Niger,
2021,2Q2021,Spain,Peru,
2021,2Q2021,Spain,Poland,
2021,2Q2021,Spain,Portugal,
2021,2Q2021,Spain,Romania,
2021,2Q2021,Spain,Russia,
2021,2Q2021,Spain,Saudi Arabia,
2021,2Q2021,Spain,Singapore,
2021,2Q2021,Spain,Sweden,
2021,2Q2021,Spain,Switzerland,
2021,2Q2021,Spain,Taiwan,
2021,2Q2021,Spain,Tunisia,
2021,2Q2021,Spain,Turkey,
2021,2Q2021,Spain,Vietnam,
2021,2Q2021,Spain (Customs),Algeria,
2021,2Q2021,Spain (Customs),Andorra,
2021,2Q2021,Spain (Customs),Angola,
2021,2Q2021,Spain (Customs),Argentina,
2021,2Q2021,Spain (Customs),Belgium,
2021,2Q2021,Spain (Customs),Brazil,
2021,2Q2021,Spain (Customs),Bulgaria,
2021,2Q2021,Spain (Customs),China,
2021,2Q2021,Spain (Customs),Colombia,
2021,2Q2021,Spain (Customs),Cuba,
2021,2Q2021,Spain (Customs),Cyprus,
2021,2Q2021,Spain (Customs),Czech Republic,
2021,2Q2021,Spain (Customs),Egypt,
2021,2Q2021,Spain (Customs),France,
2021,2Q2021,Spain (Customs),Germany,
2021,2Q2021,Spain (Customs),Greece,
2021,2Q2021,Spain (Customs),Hong Kong,
2021,2Q2021,Spain (Customs),Hungary,
2021,2Q2021,Spain (Customs),Ireland,
2021,2Q2021,Spain (Customs),Italy,
2021,2Q2021,Spain (Customs),Malta,
2021,2Q2021,Spain (Customs),Mexico,
2021,2Q2021,Spain (Customs),Moldova,
2021,2Q2021,Spain (Customs),Montenegro,
2021,2Q2021,Spain (Customs),Morocco,
2021,2Q2021,Spain (Customs),Netherlands,
2021,2Q2021,Spain (Customs),New Zealand,
2021,2Q2021,Spain (Customs),Niger,
2021,2Q2021,Spain (Customs),Peru,
2021,2Q2021,Spain (Customs),Portugal,
2021,2Q2021,Spain (Customs),Romania,
2021,2Q2021,Spain (Customs),Russia,
2021,2Q2021,Spain (Customs),Singapore,
2021,2Q2021,Spain (Customs),Sweden,
2021,2Q2021,Spain (Customs),Switzerland,
2021,2Q2021,Spain (Customs),Taiwan,
2021,2Q2021,Spain (Customs),Tunisia,
2021,2Q2021,Spain (Customs),Turkey,
2021,2Q2021,Spain (Customs),Vietnam,
2021,2Q2021,Sweden,Denmark,
2021,2Q2021,Sweden,Finland,
2021,2Q2021,Sweden,Norway,
2021,2Q2021,Sweden,United Kingdom,
2021,2Q2021,Sweden,United States,
2021,2Q2021,Switzerland,Austria,
2021,2Q2021,Switzerland,Denmark,
2021,2Q2021,Switzerland,France,
2021,2Q2021,Switzerland,Germany,
2021,2Q2021,Switzerland,Pakistan,
2021,2Q2021,Switzerland,United Kingdom,
2021,2Q2021,Switzerland,United States,
2021,2Q2021,Taiwan,China,
2021,2Q2021,Taiwan,Ireland,
2021,2Q2021,Taiwan,Israel,
2021,2Q2021,Taiwan,Japan,
2021,2Q2021,Taiwan,Malaysia,
2021,2Q2021,Taiwan,Netherlands,
2021,2Q2021,Taiwan,Philippines,
2021,2Q2021,Taiwan,Singapore,
2021,2Q2021,Taiwan,Thailand,
2021,2Q2021,Taiwan,United States,
2021,2Q2021,Taiwan,Vietnam,
2021,2Q2021,Thailand,Argentina,
2021,2Q2021,Thailand,Australia,
2021,2Q2021,Thailand,Bangladesh,
2021,2Q2021,Thailand,Brazil,
2021,2Q2021,Thailand,Brunei Darussalam,
2021,2Q2021,Thailand,Cambodia,
2021,2Q2021,Thailand,Hong Kong,
2021,2Q2021,Thailand,Indonesia,
2021,2Q2021,Thailand,Japan,
2021,2Q2021,Thailand,"Korea, South",
2021,2Q2021,Thailand,Laos,
2021,2Q2021,Thailand,Malaysia,
2021,2Q2021,Thailand,Myanmar,
2021,2Q2021,Thailand,Philippines,
2021,2Q2021,Thailand,Singapore,
2021,2Q2021,Thailand,Vietnam,
2021,2Q2021,Turkey,Albania,
2021,2Q2021,Turkey,Germany,
2021,2Q2021,Turkey,Turk. Rep. of N. Cyprus,
2021,2Q2021,Ukraine,Georgia,
2021,2Q2021,United Kingdom HMRC,France,
2021,2Q2021,United Kingdom HMRC,Germany,
2021,2Q2021,United Kingdom HMRC,Ireland,
2021,2Q2021,United Kingdom HMRC,Israel,
2021,2Q2021,United Kingdom HMRC,Netherlands,
2021,2Q2021,United Kingdom HMRC,Poland,
2021,2Q2021,United Kingdom HMRC,Saudi Arabia,
2021,2Q2021,United Kingdom HMRC,Spain,
2021,2Q2021,United Kingdom HMRC,Sweden,
2021,2Q2021,United States,Australia,
2021,2Q2021,United States,Bahamas,
2021,2Q2021,United States,Canada,
2021,2Q2021,United States,China,
