Year	Month	OriginCountry	DestinationCountry	Exports
2021	2	Poland (Customs)	C134	612
2021	2	Poland (Customs)	C158	4
2021	2	Poland (Customs)	C153	32204
2021	2	Poland (Customs)	C115	278
2021	2	Poland (Customs)	C105	2058
2021	2	Poland (Customs)	C89	12928
2021	2	Poland (Customs)	C80	0
2021	2	Poland	C245	0
2021	2	Poland (Customs)	C10	48
2021	2	Poland (Customs)	C58	4524
2021	2	Poland	C134	612
2021	2	Poland	C158	4
2021	2	Poland	C153	32204
2021	2	Poland	C193	46
2021	2	Poland	C240	0
2021	2	Poland	C243	0
2021	2	Poland	C204	4518
2021	2	Philippines	C107	37242
2021	2	Philippines	C153	39202
2021	2	Philippines	C226	24004
2021	2	Poland	C10	48
2021	2	Poland	C80	0
2021	2	Poland	C58	4654
2021	2	Poland	C89	20988
2021	2	Poland	C105	2246
2021	2	Poland	C115	278
2021	2	Peru	C40	296190
2021	2	Netherlands	C243	44
2021	2	Netherlands	C231	160
2021	2	Netherlands	C228	24
2021	2	Netherlands	C219	0
2021	2	Netherlands	C198	50
2021	2	Netherlands	C204	0
2021	2	Netherlands	C205	0
2021	2	Netherlands	C212	20
2021	2	Netherlands	C89	7488
2021	2	Netherlands	C94	0
2021	2	Netherlands	C100	110
2021	2	Netherlands	C101	164
2021	2	Netherlands	C103	54
2021	2	Netherlands	C105	18
2021	2	Netherlands	C106	16
2021	2	Netherlands	C112	480
2021	2	Netherlands	C114	208
2021	2	Netherlands	C115	4
2021	2	Netherlands	C132	104
2021	2	Netherlands	C134	0
2021	2	Netherlands	C135	0
2021	2	Netherlands	C142	212
2021	2	Netherlands	C153	184
2021	2	Netherlands	C162	318
2021	2	Netherlands	C165	44
2021	2	Netherlands	C180	50
2021	2	Netherlands	C177	86
2021	2	Netherlands	C185	0
2021	2	Netherlands	C197	12
2021	2	Netherlands	C193	0
2021	2	Lithuania	C128	60
2021	2	Lithuania	C71	428
2021	2	Malaysia	C123	46
2021	2	Malaysia	C28	100
2021	2	Malaysia	C32	16
2021	2	Macedonia	C124	24
2021	2	Malaysia	C9	2
2021	2	Malaysia	C179	120
2021	2	Malaysia	C104	10
2021	2	Malaysia	C155	322
2021	2	Kenya	C238	842
2021	2	Latvia	C134	0
2021	2	Kenya	C225	138
2021	2	Kenya	C139	10
2021	2	Kenya	C31	2
2021	2	Japan	C256	16802
2021	2	Malaysia	C202	2198
2021	2	Mexico	C97	296
2021	2	Morocco	C145	2
2021	2	Morocco	C98	298
2021	2	Mexico	C245	148904
2021	2	Netherlands	C10	0
2021	2	Netherlands	C18	18974
2021	2	Netherlands	C30	582
2021	2	Netherlands	C48	362
2021	2	Netherlands	C49	354
2021	2	Netherlands	C54	0
2021	2	Netherlands	C57	2
2021	2	Netherlands	C60	0
2021	2	Netherlands	C62	246
2021	2	Netherlands	C74	4
2021	2	Netherlands	C79	0
2021	2	Netherlands	C80	814
2021	2	Netherlands	C85	50
2021	2	Japan	C226	40190
2021	2	Japan	C222	11000
2021	2	Japan	C202	0
2021	2	Japan	C182	180240
2021	2	Japan	C148	38088
2021	2	Japan	C153	37244
2021	2	Japan	C140	25194
2021	2	Japan	C108	2
2021	2	Japan	C107	72146
2021	2	Italy Istat	C243	8
2021	2	Japan	C40	29772
2021	2	Japan	C15	2
2021	2	Italy Istat	C212	14092
2021	2	Italy Istat	C220	220
2021	2	Italy Istat	C183	10
2021	2	Italy Istat	C176	12
2021	2	Italy Istat	C185	8
2021	2	Italy Istat	C193	2
2021	2	Italy Istat	C205	868
2021	2	Italy	C193	2
2021	2	Italy	C205	868
2021	2	Italy	C212	14092
2021	2	Italy	C220	220
2021	2	Italy	C243	8
2021	2	Italy Istat	C9	2
2021	2	Italy Istat	C10	2420
2021	2	Italy Istat	C29	12
2021	2	Italy Istat	C41	20
2021	2	Italy Istat	C54	4
2021	2	Italy Istat	C72	12
2021	2	Italy Istat	C80	1024
2021	2	Italy Istat	C94	2
2021	2	Italy Istat	C112	0
2021	2	Italy Istat	C158	2
2021	2	Italy Istat	C143	48
2021	2	Israel	C245	0
2021	2	Italy	C9	2
2021	2	Italy	C10	2420
2021	2	Ireland (Customs)	C222	2
2021	2	Ireland (Customs)	C245	0
2021	2	Ireland (Customs)	C167	2274
2021	2	Italy	C29	12
2021	2	Italy	C41	20
2021	2	Italy	C54	4
2021	2	Italy	C80	1024
2021	2	Italy	C72	12
2021	2	Italy	C94	2
2021	2	Italy	C112	0
2021	2	Italy	C158	2
2021	2	Italy	C143	48
2021	2	Italy	C183	10
2021	2	Italy	C176	12
2021	2	Italy	C185	8
2021	2	Ireland	C245	0
2021	2	Ireland	C243	1268
2021	2	Iran	C12	1234
2021	2	India	C245	80
2021	2	India	C238	0
2021	2	India	C242	6
2021	2	India	C225	288
2021	2	India	C214	512
2021	2	India	C208	0
2021	2	India	C197	44000
2021	2	India	C207	1076
2021	2	India	C114	48
2021	2	India	C72	0
2021	2	India	C91	102
2021	2	India	C155	1360
2021	2	India	C157	434
2021	2	India	C172	194
2021	2	India	C196	0
2021	2	Hungary	C10	334
2021	2	Hungary	C94	370
2021	2	Hungary	C150	92
2021	2	Greece	C89	6
2021	2	Greece	C57	0
2021	2	Greece	C66	0
2021	2	Germany (Customs)	C256	2
2021	2	Hungary	C183	558
2021	2	Hungary	C193	2284
2021	2	Hungary	C199	382
2021	2	Hungary	C204	852
2021	2	Hungary	C205	46
2021	2	Hungary	C220	46
2021	2	India	C15	406
2021	2	India	C23	0
2021	2	India	C33	102
2021	2	Germany (Customs)	C245	254
2021	2	Germany (Customs)	C243	26826
2021	2	Germany (Customs)	C242	10
2021	2	Germany (Customs)	C240	4
2021	2	Germany (Customs)	C234	94
2021	2	Germany (Customs)	C226	156
2021	2	Germany (Customs)	C220	1520
2021	2	Germany (Customs)	C222	10
2021	2	Germany (Customs)	C219	120
2021	2	Germany (Customs)	C212	20336
2021	2	Germany (Customs)	C208	14
2021	2	Germany (Customs)	C205	12
2021	2	Germany (Customs)	C204	8
2021	2	Germany (Customs)	C202	168
2021	2	Germany (Customs)	C199	0
2021	2	Germany (Customs)	C194	68
2021	2	Germany (Customs)	C197	26
2021	2	Germany (Customs)	C193	14
2021	2	Germany (Customs)	C190	2
2021	2	Germany (Customs)	C185	4
2021	2	Germany (Customs)	C183	66
2021	2	Germany (Customs)	C181	4
2021	2	Germany (Customs)	C182	0
2021	2	Germany (Customs)	C168	12
2021	2	Germany (Customs)	C158	29244
2021	2	Germany (Customs)	C153	10
2021	2	Germany (Customs)	C150	8
2021	2	Germany (Customs)	C148	4
2021	2	Germany (Customs)	C140	134
2021	2	Germany (Customs)	C137	30
2021	2	Germany (Customs)	C135	202
2021	2	Germany (Customs)	C134	34
2021	2	Germany (Customs)	C128	0
2021	2	Germany (Customs)	C133	14
2021	2	Germany (Customs)	C123	462
2021	2	Germany (Customs)	C125	408
2021	2	Germany (Customs)	C118	44
2021	2	Germany (Customs)	C115	380
2021	2	Germany (Customs)	C114	56
2021	2	Germany (Customs)	C112	64
2021	2	Germany (Customs)	C107	1294
2021	2	Germany (Customs)	C105	12
2021	2	Germany (Customs)	C97	74
2021	2	Germany (Customs)	C94	14
2021	2	Germany (Customs)	C80	20408
2021	2	Germany (Customs)	C85	4
2021	2	Germany (Customs)	C79	16
2021	2	Germany (Customs)	C71	0
2021	2	Germany (Customs)	C60	2002
2021	2	Germany (Customs)	C58	384
2021	2	Germany (Customs)	C54	24
2021	2	Germany (Customs)	C43	20
2021	2	Germany (Customs)	C41	90
2021	2	Germany (Customs)	C40	58
2021	2	Germany (Customs)	C29	10
2021	2	Germany (Customs)	C27	8
2021	2	Germany (Customs)	C18	7820
2021	2	Germany (Customs)	C17	8
2021	2	Germany (Customs)	C10	1996
2021	2	Germany (Customs)	C12	0
2021	2	Germany (Customs)	C14	68
2021	2	Germany (Customs)	C9	108
2021	2	Germany (Customs)	C7	2
2021	2	Germany	C242	10
2021	2	Germany	C240	4
2021	2	Germany	C243	26826
2021	2	Germany	C256	2
2021	2	Germany	C245	254
2021	2	Germany	C182	0
2021	2	Germany	C183	66
2021	2	Germany	C185	4
2021	2	Germany	C190	2
2021	2	Germany	C193	14
2021	2	Germany	C194	68
2021	2	Germany	C197	26
2021	2	Germany	C199	0
2021	2	Germany	C202	168
2021	2	Germany	C204	8
2021	2	Germany	C205	12
2021	2	Germany	C208	14
2021	2	Germany	C212	20336
2021	2	Germany	C219	120
2021	2	Germany	C220	1520
2021	2	Germany	C222	10
2021	2	Germany	C226	156
2021	2	Germany	C234	94
2021	2	Germany	C40	58
2021	2	Germany	C41	90
2021	2	Germany	C43	20
2021	2	Germany	C54	24
2021	2	Germany	C58	384
2021	2	Germany	C60	2002
2021	2	Germany	C71	0
2021	2	Germany	C79	16
2021	2	Germany	C80	20406
2021	2	Germany	C85	4
2021	2	Germany	C94	14
2021	2	Germany	C97	74
2021	2	Germany	C105	12
2021	2	Germany	C107	1294
2021	2	Germany	C112	64
2021	2	Germany	C114	56
2021	2	Germany	C115	380
2021	2	Germany	C120	0
2021	2	Germany	C118	44
2021	2	Germany	C123	462
2021	2	Germany	C128	0
2021	2	Germany	C133	14
2021	2	Germany	C125	406
2021	2	Germany	C134	34
2021	2	Germany	C135	202
2021	2	Germany	C137	30
2021	2	Germany	C140	134
2021	2	Germany	C150	8
2021	2	Germany	C148	4
2021	2	Germany	C153	10
2021	2	Germany	C158	29244
2021	2	Germany	C160	0
2021	2	Germany	C181	4
2021	2	Germany	C176	0
2021	2	Germany	C168	12
2021	2	Germany	C172	0
2021	2	France (Customs)	C243	4
2021	2	France (Customs)	C256	0
2021	2	France (Customs)	C251	2
2021	2	France (Customs)	C232	0
2021	2	France (Customs)	C220	884
2021	2	France (Customs)	C226	2
2021	2	France (Customs)	C219	16
2021	2	France (Customs)	C212	3536
2021	2	France (Customs)	C205	12
2021	2	France (Customs)	C202	2
2021	2	Germany	C7	2
2021	2	Germany	C9	108
2021	2	Germany	C12	0
2021	2	Germany	C10	1996
2021	2	Germany	C14	68
2021	2	Germany	C15	0
2021	2	Germany	C17	8
2021	2	Germany	C18	7820
2021	2	Germany	C27	8
2021	2	Germany	C29	10
2021	2	France (Customs)	C198	0
2021	2	France (Customs)	C193	2
2021	2	France (Customs)	C183	68
2021	2	France (Customs)	C185	10
2021	2	France (Customs)	C153	28
2021	2	France (Customs)	C158	82
2021	2	France (Customs)	C135	68
2021	2	France (Customs)	C115	812
2021	2	France (Customs)	C112	8
2021	2	France (Customs)	C94	20
2021	2	France (Customs)	C89	1290
2021	2	France (Customs)	C105	30
2021	2	France (Customs)	C79	12
2021	2	France (Customs)	C83	2
2021	2	France (Customs)	C85	0
2021	2	France (Customs)	C58	152
2021	2	France (Customs)	C60	18
2021	2	France (Customs)	C41	0
2021	2	France (Customs)	C39	0
2021	2	France (Customs)	C18	29792
2021	2	France (Customs)	C10	62
2021	2	France (Customs)	C4	0
2021	2	France	C256	0
2021	2	France	C251	2
2021	2	France	C243	4
2021	2	France	C232	0
2021	2	France	C220	884
2021	2	France	C226	2
2021	2	France	C219	16
2021	2	France	C212	3536
2021	2	France	C205	12
2021	2	France	C202	2
2021	2	France	C198	0
2021	2	France	C185	10
2021	2	France	C193	2
2021	2	France	C183	68
2021	2	France	C158	82
2021	2	France	C153	28
2021	2	France	C135	68
2021	2	France	C115	812
2021	2	France	C112	8
2021	2	France	C105	30
2021	2	France	C89	1290
2021	2	France	C94	20
2021	2	France	C79	12
2021	2	France	C85	0
2021	2	France	C83	2
2021	2	France	C60	18
2021	2	France	C58	152
2021	2	France	C41	0
2021	2	France	C39	0
2021	2	France	C18	29792
2021	2	France	C10	62
2021	2	France	C4	0
2021	2	EU (External Trade)	C232	12
2021	2	EU (External Trade)	C231	160
2021	2	EU (External Trade)	C228	24
2021	2	EU (External Trade)	C234	82860
2021	2	EU (External Trade)	C240	4
2021	2	EU (External Trade)	C242	10
2021	2	EU (External Trade)	C243	47854
2021	2	EU (External Trade)	C256	2
2021	2	EU (External Trade)	C251	2
2021	2	EU (External Trade)	C245	40156
2021	2	EU (External Trade)	C162	518
2021	2	EU (External Trade)	C165	44
2021	2	EU (External Trade)	C168	17626
2021	2	EU (External Trade)	C172	0
2021	2	EU (External Trade)	C176	12
2021	2	EU (External Trade)	C177	86
2021	2	EU (External Trade)	C180	50
2021	2	EU (External Trade)	C182	8
2021	2	EU (External Trade)	C181	4
2021	2	EU (External Trade)	C194	68
2021	2	EU (External Trade)	C190	2
2021	2	EU (External Trade)	C197	38
2021	2	EU (External Trade)	C198	98
2021	2	EU (External Trade)	C199	41972
2021	2	EU (External Trade)	C202	170
2021	2	EU (External Trade)	C220	2676
2021	2	EU (External Trade)	C208	14
2021	2	EU (External Trade)	C222	10
2021	2	EU (External Trade)	C226	156
2021	2	EU (External Trade)	C40	58
2021	2	EU (External Trade)	C39	0
2021	2	EU (External Trade)	C41	110
2021	2	EU (External Trade)	C46	50
2021	2	EU (External Trade)	C43	20
2021	2	EU (External Trade)	C49	514
2021	2	EU (External Trade)	C48	362
2021	2	EU (External Trade)	C55	2
2021	2	EU (External Trade)	C65	0
2021	2	EU (External Trade)	C66	0
2021	2	EU (External Trade)	C62	246
2021	2	EU (External Trade)	C68	0
2021	2	EU (External Trade)	C72	46
2021	2	EU (External Trade)	C77	2
2021	2	EU (External Trade)	C83	2
2021	2	EU (External Trade)	C85	54
2021	2	EU (External Trade)	C91	984
2021	2	EU (External Trade)	C100	110
2021	2	EU (External Trade)	C97	74
2021	2	EU (External Trade)	C101	164
2021	2	EU (External Trade)	C103	54
2021	2	EU (External Trade)	C104	0
2021	2	EU (External Trade)	C106	16
2021	2	EU (External Trade)	C107	1294
2021	2	EU (External Trade)	C110	0
2021	2	EU (External Trade)	C114	264
2021	2	EU (External Trade)	C118	44
2021	2	EU (External Trade)	C120	0
2021	2	EU (External Trade)	C123	462
2021	2	EU (External Trade)	C132	208
2021	2	EU (External Trade)	C124	0
2021	2	EU (External Trade)	C125	408
2021	2	EU (External Trade)	C137	2730
2021	2	EU (External Trade)	C133	14
2021	2	EU (External Trade)	C140	134
2021	2	EU (External Trade)	C142	212
2021	2	EU (External Trade)	C145	0
2021	2	EU (External Trade)	C147	0
2021	2	EU (External Trade)	C148	4
2021	2	EU (External Trade)	C150	100
2021	2	EU (External Trade)	C152	10
2021	2	EU (External Trade)	C153	140892
2021	2	EU (External Trade)	C160	0
2021	2	Estonia	C79	2
2021	2	El Salvador	C161	80
2021	2	El Salvador	C103	388
2021	2	El Salvador	C97	320
2021	2	El Salvador	C48	40
2021	2	EU (External Trade)	C4	192
2021	2	EU (External Trade)	C6	122
2021	2	EU (External Trade)	C7	37130
2021	2	EU (External Trade)	C12	0
2021	2	EU (External Trade)	C9	110
2021	2	EU (External Trade)	C14	68
2021	2	EU (External Trade)	C15	0
2021	2	EU (External Trade)	C17	8
2021	2	EU (External Trade)	C25	102
2021	2	EU (External Trade)	C27	38754
2021	2	EU (External Trade)	C30	582
2021	2	Czech Republic	C212	0
2021	2	Czech Republic	C205	48
2021	2	Czech Republic	C204	4412
2021	2	Denmark	C10	0
2021	2	Denmark	C41	0
2021	2	Denmark	C18	0
2021	2	Denmark	C79	0
2021	2	Denmark	C77	2
2021	2	Denmark	C80	0
2021	2	Denmark	C89	0
2021	2	Denmark	C112	0
2021	2	Denmark	C104	0
2021	2	Denmark	C135	0
2021	2	Denmark	C115	0
2021	2	Denmark	C158	0
2021	2	Denmark	C168	6
2021	2	Denmark	C212	0
2021	2	Denmark	C219	166
2021	2	Denmark	C222	0
2021	2	Egypt (UN)	C133	140
2021	2	Egypt (UN)	C216	640
2021	2	Czech Republic	C199	2
2021	2	Czech Republic	C185	0
2021	2	Czech Republic	C193	228
2021	2	Czech Republic	C183	2418
2021	2	Czech Republic	C112	2
2021	2	Czech Republic	C105	0
2021	2	Czech Republic	C94	0
2021	2	Czech Republic	C89	5108
2021	2	Czech Republic	C79	0
2021	2	Czech Republic	C80	0
2021	2	Czech Republic	C18	0
2021	2	Czech Republic	C68	0
2021	2	Czech Republic	C10	4886
2021	2	Croatia	C25	92
2021	2	Croatia	C152	10
2021	2	Croatia	C124	0
2021	2	Croatia	C205	384
2021	2	China with HK ReExports	C256	10520
2021	2	China with HK ReExports	C202	666
2021	2	China with HK ReExports	C197	38510
2021	2	China with HK ReExports	C222	432
2021	2	China with HK ReExports	C214	52
2021	2	Colombia	C188	1016
2021	2	Colombia	C255	240
2021	2	Cote d'Ivoire (General)	C33	0
2021	2	Cote d'Ivoire (General)	C142	2
2021	2	Cote d'Ivoire	C33	0
2021	2	Cote d'Ivoire	C142	2
2021	2	China with HK ReExports	C155	1020
2021	2	China with HK ReExports	C78	52
2021	2	China with HK ReExports	C108	8400
2021	2	China with HK ReExports	C40	60000
2021	2	China with HK ReExports	C32	650
2021	2	China	C256	10520
2021	2	China	C222	432
2021	2	China	C202	666
2021	2	China	C214	52
2021	2	China	C155	1020
2021	2	China	C197	38510
2021	2	China	C108	8400
2021	2	China	C104	42
2021	2	China	C78	52
2021	2	Chile	C24	780
2021	2	China	C32	650
2021	2	China	C40	60000
2021	2	Canada	C245	306760
2021	2	Canada	C158	36
2021	2	Canada	C80	0
2021	2	Bulgaria	C137	2700
2021	2	Bulgaria	C193	5248
2021	2	Bulgaria	C199	41580
2021	2	Canada	C89	2
2021	2	Bulgaria	C234	82766
2021	2	Brazil	C57	0
2021	2	Brazil	C180	0
2021	2	Bulgaria	C94	5504
2021	2	Belgium	C226	0
2021	2	Belgium	C243	816
2021	2	Belgium	C245	0
2021	2	Belgium	C183	54
2021	2	Belgium	C185	0
2021	2	Belgium	C193	0
2021	2	Belgium	C194	0
2021	2	Belgium	C202	0
2021	2	Belgium	C198	50
2021	2	Belgium	C204	0
2021	2	Belgium	C205	0
2021	2	Belgium	C212	2
2021	2	Belgium	C219	4
2021	2	Belgium	C220	2
2021	2	Belgium	C222	0
2021	2	Belgium	C7	37128
2021	2	Belarus	C194	0
2021	2	Belgium	C10	0
2021	2	Belgium	C17	0
2021	2	Belarus	C134	738
2021	2	Belarus	C128	612
2021	2	Belarus	C71	610
2021	2	Belgium	C27	38746
2021	2	Belgium	C46	50
2021	2	Belgium	C49	158
2021	2	Belgium	C58	0
2021	2	Belgium	C60	0
2021	2	Belgium	C66	0
2021	2	Belgium	C80	19430
2021	2	Belgium	C72	32
2021	2	Belgium	C89	10940
2021	2	Belgium	C91	936
2021	2	Belgium	C94	0
2021	2	Belgium	C104	0
2021	2	Belgium	C105	10
2021	2	Belgium	C107	0
2021	2	Belgium	C112	0
2021	2	Belgium	C114	0
2021	2	Belgium	C115	4
2021	2	Belgium	C123	0
2021	2	Belgium	C125	0
2021	2	Belgium	C132	104
2021	2	Belgium	C128	0
2021	2	Belgium	C135	28
2021	2	Belgium	C134	0
2021	2	Belgium	C137	0
2021	2	Belgium	C153	36004
2021	2	Belgium	C158	9552
2021	2	Belgium	C160	0
2021	2	Belgium	C168	0
2021	1	Belgium	C160	0
2021	1	Belgium	C158	13726
2021	1	Belgium	C153	36834
2021	1	Belgium	C143	44
2021	1	Belgium	C145	52
2021	1	Belgium	C142	1674
2021	1	Belgium	C135	56
2021	1	Belgium	C134	0
2021	1	Belgium	C115	0
2021	1	Belgium	C114	2
2021	1	Belgium	C112	56
2021	1	Belgium	C107	0
2021	1	Belgium	C105	4
2021	1	Belgium	C104	0
2021	1	Belgium	C94	0
2021	1	Belgium	C98	50
2021	1	Belgium	C91	288
2021	1	Belgium	C89	988
2021	1	Belgium	C80	19264
2021	1	Belgium	C86	50
2021	1	Belgium	C85	0
2021	1	Belgium	C66	0
2021	1	Belgium	C71	0
2021	1	Belgium	C58	2
2021	1	Belgium	C60	0
2021	1	Belgium	C46	52
2021	1	Belgium	C47	0
2021	1	Belgium	C29	0
2021	1	Belgium	C30	196
2021	1	Belgium	C33	100
2021	1	Belarus	C71	488
2021	1	Belarus	C128	486
2021	1	Belgium	C10	0
2021	1	Belgium	C9	0
2021	1	Belarus	C194	0
2021	1	Belarus	C240	2718
2021	1	Belgium	C222	0
2021	1	Belgium	C220	0
2021	1	Belgium	C219	2
2021	1	Belgium	C212	6
2021	1	Belgium	C205	0
2021	1	Belgium	C198	42
2021	1	Belgium	C202	0
2021	1	Belgium	C194	0
2021	1	Belgium	C193	0
2021	1	Belgium	C185	0
2021	1	Belgium	C183	0
2021	1	Belgium	C245	0
2021	1	Belgium	C243	3376
2021	1	Belgium	C226	0
2021	1	Bulgaria	C94	19252
2021	1	Bulgaria	C115	12198
2021	1	Bulgaria	C3	50
2021	1	Bulgaria	C57	10992
2021	1	Belgium	C256	0
2021	1	Bulgaria	C234	104100
2021	1	Bulgaria	C199	39718
2021	1	Bulgaria	C193	4428
2021	1	Bulgaria	C137	2472
2021	1	Canada	C208	14
2021	1	Canada	C245	354078
2021	1	China	C40	62020
2021	1	China	C32	300
2021	1	China	C39	40
2021	1	Chile	C27	39452
2021	1	China	C6	522
2021	1	China	C47	106
2021	1	China	C104	378
2021	1	China	C107	67328
2021	1	China	C148	46008
2021	1	China	C179	0
2021	1	China	C155	2886
2021	1	China	C153	60000
2021	1	China	C228	52
2021	1	China	C222	144
2021	1	China	C256	6
2021	1	China with HK ReExports	C6	522
2021	1	China	C234	14
2021	1	China with HK ReExports	C39	40
2021	1	China with HK ReExports	C32	300
2021	1	China with HK ReExports	C40	62020
2021	1	China with HK ReExports	C47	106
2021	1	China with HK ReExports	C107	67328
2021	1	China with HK ReExports	C148	46008
2021	1	China with HK ReExports	C155	2886
2021	1	China with HK ReExports	C153	60000
2021	1	Colombia	C255	120
2021	1	Colombia	C188	300
2021	1	Colombia	C48	48
2021	1	Colombia	C65	4108
2021	1	China with HK ReExports	C222	144
2021	1	China with HK ReExports	C179	0
2021	1	China with HK ReExports	C256	6
2021	1	China with HK ReExports	C228	52
2021	1	China with HK ReExports	C234	14
2021	1	Croatia	C205	354
2021	1	Croatia	C105	302
2021	1	Croatia	C25	92
2021	1	Croatia	C89	6
2021	1	Czech Republic	C10	4440
2021	1	Czech Republic	C68	0
2021	1	Czech Republic	C18	0
2021	1	Czech Republic	C80	0
2021	1	Czech Republic	C71	24
2021	1	Czech Republic	C89	5570
2021	1	Czech Republic	C94	0
2021	1	Czech Republic	C105	0
2021	1	Czech Republic	C106	0
2021	1	Czech Republic	C112	0
2021	1	Czech Republic	C183	2312
2021	1	Czech Republic	C185	0
2021	1	Czech Republic	C193	180
2021	1	El Salvador	C48	120
2021	1	Denmark	C243	0
2021	1	Denmark	C256	0
2021	1	Denmark	C219	62
2021	1	Denmark	C212	0
2021	1	Denmark	C168	8
2021	1	Denmark	C158	0
2021	1	Denmark	C135	0
2021	1	Denmark	C115	0
2021	1	Denmark	C112	0
2021	1	Denmark	C89	0
2021	1	Denmark	C77	110
2021	1	Denmark	C79	0
2021	1	Denmark	C80	0
2021	1	Denmark	C18	0
2021	1	Denmark	C10	0
2021	1	Czech Republic	C243	0
2021	1	Czech Republic	C204	2426
2021	1	Czech Republic	C205	96
2021	1	Czech Republic	C212	2
2021	1	Czech Republic	C234	38
2021	1	EU (External Trade)	C30	1014
2021	1	EU (External Trade)	C27	8
2021	1	EU (External Trade)	C25	96
2021	1	EU (External Trade)	C33	628
2021	1	EU (External Trade)	C15	0
2021	1	EU (External Trade)	C9	84
2021	1	EU (External Trade)	C7	286
2021	1	EU (External Trade)	C8	4
2021	1	EU (External Trade)	C6	0
2021	1	EU (External Trade)	C5	2
2021	1	EU (External Trade)	C3	50
2021	1	EU (External Trade)	C4	1620
2021	1	El Salvador	C97	688
2021	1	El Salvador	C103	380
2021	1	El Salvador	C161	200
2021	1	EU (External Trade)	C160	4
2021	1	EU (External Trade)	C153	248376
2021	1	EU (External Trade)	C148	0
2021	1	EU (External Trade)	C145	52
2021	1	EU (External Trade)	C142	2098
2021	1	EU (External Trade)	C140	130
2021	1	EU (External Trade)	C137	2472
2021	1	EU (External Trade)	C125	0
2021	1	EU (External Trade)	C132	156
2021	1	EU (External Trade)	C123	818
2021	1	EU (External Trade)	C119	0
2021	1	EU (External Trade)	C121	40
2021	1	EU (External Trade)	C118	54
2021	1	EU (External Trade)	C114	208
2021	1	EU (External Trade)	C106	42
2021	1	EU (External Trade)	C107	372
2021	1	EU (External Trade)	C104	40
2021	1	EU (External Trade)	C103	106
2021	1	EU (External Trade)	C98	124
2021	1	EU (External Trade)	C91	1084
2021	1	EU (External Trade)	C85	50
2021	1	EU (External Trade)	C86	50
2021	1	EU (External Trade)	C77	110
2021	1	EU (External Trade)	C72	0
2021	1	EU (External Trade)	C69	0
2021	1	EU (External Trade)	C68	0
2021	1	EU (External Trade)	C62	196
2021	1	EU (External Trade)	C66	0
2021	1	EU (External Trade)	C55	2
2021	1	EU (External Trade)	C48	516
2021	1	EU (External Trade)	C49	100
2021	1	EU (External Trade)	C43	508
2021	1	EU (External Trade)	C46	52
2021	1	EU (External Trade)	C47	0
2021	1	EU (External Trade)	C41	20
2021	1	EU (External Trade)	C40	30038
2021	1	EU (External Trade)	C226	370
2021	1	EU (External Trade)	C222	58
2021	1	EU (External Trade)	C208	12
2021	1	EU (External Trade)	C220	2368
2021	1	EU (External Trade)	C202	348
2021	1	EU (External Trade)	C203	48
2021	1	EU (External Trade)	C199	40338
2021	1	EU (External Trade)	C198	302
2021	1	EU (External Trade)	C197	10
2021	1	EU (External Trade)	C190	0
2021	1	EU (External Trade)	C194	50
2021	1	EU (External Trade)	C182	44
2021	1	EU (External Trade)	C181	6
2021	1	EU (External Trade)	C176	8
2021	1	EU (External Trade)	C177	44
2021	1	EU (External Trade)	C168	88
2021	1	EU (External Trade)	C165	52
2021	1	EU (External Trade)	C245	38242
2021	1	EU (External Trade)	C256	416
2021	1	EU (External Trade)	C243	28890
2021	1	EU (External Trade)	C242	126
2021	1	EU (External Trade)	C240	0
2021	1	EU (External Trade)	C234	104208
2021	1	EU (External Trade)	C228	98
2021	1	EU (External Trade)	C232	0
2021	1	France	C7	4
2021	1	France	C3	0
2021	1	France	C10	68
2021	1	France	C18	18026
2021	1	France	C46	0
2021	1	France	C33	0
2021	1	France	C47	0
2021	1	France	C49	0
2021	1	France	C58	118
2021	1	France	C60	38
2021	1	France	C69	0
2021	1	France	C72	0
2021	1	France	C85	0
2021	1	France	C89	1016
2021	1	France	C105	46
2021	1	France	C107	0
2021	1	France	C112	18
2021	1	France	C115	486
2021	1	France	C135	54
2021	1	France	C153	0
2021	1	France	C158	156
2021	1	France	C183	28
2021	1	France	C185	96
2021	1	France	C193	6
2021	1	France	C190	0
2021	1	France	C198	0
2021	1	France	C202	0
2021	1	France	C205	0
2021	1	France	C212	2864
2021	1	France	C219	44
2021	1	France	C220	838
2021	1	France	C234	0
2021	1	France	C232	0
2021	1	France	C243	2
2021	1	France	C256	4
2021	1	France (Customs)	C7	4
2021	1	France (Customs)	C3	0
2021	1	France (Customs)	C10	68
2021	1	France (Customs)	C18	18026
2021	1	France (Customs)	C33	0
2021	1	France (Customs)	C46	0
2021	1	France (Customs)	C47	0
2021	1	France (Customs)	C49	0
2021	1	France (Customs)	C58	118
2021	1	France (Customs)	C60	38
2021	1	France (Customs)	C69	0
2021	1	France (Customs)	C72	0
2021	1	France (Customs)	C85	0
2021	1	France (Customs)	C89	1016
2021	1	France (Customs)	C105	46
2021	1	France (Customs)	C112	18
2021	1	France (Customs)	C107	0
2021	1	France (Customs)	C115	486
2021	1	France (Customs)	C135	54
2021	1	France (Customs)	C153	0
2021	1	France (Customs)	C158	156
2021	1	France (Customs)	C185	96
2021	1	France (Customs)	C183	28
2021	1	France (Customs)	C193	6
2021	1	France (Customs)	C190	0
2021	1	France (Customs)	C198	0
2021	1	Germany	C29	6
2021	1	Germany	C27	8
